tweet_id,author_handle,author_name,posted_at,source_client,text,canonical_text,is_retweet,is_quote,content_tweet_id,content_author_handle,content_author_name,content_created_at,content_text,content_canonical_text,hashtags_raw,hashtags,mentions_raw,mentions
2044398988409831856,Lollos1242232,Λολλος,2026-04-15T12:54:36+00:00,Twitter Web App,@GeorghyZhukov Επίσης ένορκα........ https://t.co/UWP4OaqEWx,@georghyzhukov επίσησ ένορκα........,False,False,2044398988409831856,Lollos1242232,Λολλος,2026-04-15T12:54:36+00:00,@GeorghyZhukov Επίσης ένορκα........ https://t.co/UWP4OaqEWx,@georghyzhukov επίσησ ένορκα........,,,GeorghyZhukov,georghyzhukov
2044406282665197831,nikglykos,OUST,2026-04-15T13:23:35+00:00,Twitter for Android,@GeorghyZhukov @VanDerTraap Πάμε παρακάτω. Αυτή η στοχευμένη συκοφάντηση θα τιμωρηθεί;,@georghyzhukov @vandertraap πάμε παρακάτω. αυτή η στοχευμένη συκοφάντηση θα τιμωρηθεί;,False,False,2044406282665197831,nikglykos,OUST,2026-04-15T13:23:35+00:00,@GeorghyZhukov @VanDerTraap Πάμε παρακάτω. Αυτή η στοχευμένη συκοφάντηση θα τιμωρηθεί;,@georghyzhukov @vandertraap πάμε παρακάτω. αυτή η στοχευμένη συκοφάντηση θα τιμωρηθεί;,,,GeorghyZhukov|VanDerTraap,georghyzhukov|vandertraap
2044411205402435616,Guson653566,Guson,2026-04-15T13:43:09+00:00,Twitter for iPhone,@GeorghyZhukov Ξαφνικά η  Σαντη έγινε η νέα Ματα Χαρυ !,@georghyzhukov ξαφνικά η σαντη έγινε η νέα ματα χαρυ !,False,False,2044411205402435616,Guson653566,Guson,2026-04-15T13:43:09+00:00,@GeorghyZhukov Ξαφνικά η  Σαντη έγινε η νέα Ματα Χαρυ !,@georghyzhukov ξαφνικά η σαντη έγινε η νέα ματα χαρυ !,,,GeorghyZhukov,georghyzhukov
2044414788206248328,Drifter_1066,The Drifter,2026-04-15T13:57:23+00:00,Twitter for Android,@GeorghyZhukov @Johnnyhoston_2 Η ψέκα πάει σύννεφο και στην Κύπρο.,@georghyzhukov @johnnyhoston_2 η ψέκα πάει σύννεφο και στην κύπρο.,False,False,2044414788206248328,Drifter_1066,The Drifter,2026-04-15T13:57:23+00:00,@GeorghyZhukov @Johnnyhoston_2 Η ψέκα πάει σύννεφο και στην Κύπρο.,@georghyzhukov @johnnyhoston_2 η ψέκα πάει σύννεφο και στην κύπρο.,,,GeorghyZhukov|Johnnyhoston_2,georghyzhukov|johnnyhoston_2
2044444358334677212,Pi8kiavlozampis,Πίθκιαβλος Ζάμπης 🪈🦵,2026-04-15T15:54:53+00:00,Twitter for Android,"@GeorghyZhukov Δεν ξέρετε όλη την ιστορία για την συγκεκριμένη, δέχεται απειλές για την ζωή της, μετά από πιέσεις άλλαξε την κατάθεση.Αν νομίζετε οτι στην Ελλάδα είναι όλα ελεγχόμενα από ΝΔ, στην Κύπρο δεν φαντάζεστε.Ακούστε όλες τις πλευρές &amp; βγάλτε δικό σας συμπέρασμα.
https://t.co/63CoT1HIE3","@georghyzhukov δεν ξέρετε όλη την ιστορία για την συγκεκριμένη, δέχεται απειλέσ για την ζωή τησ, μετά από πιέσεισ άλλαξε την κατάθεση.αν νομίζετε οτι στην ελλάδα είναι όλα ελεγχόμενα από νδ, στην κύπρο δεν φαντάζεστε.ακούστε όλεσ τισ πλευρέσ &amp; βγάλτε δικό σασ συμπέρασμα.",False,False,2044444358334677212,Pi8kiavlozampis,Πίθκιαβλος Ζάμπης 🪈🦵,2026-04-15T15:54:53+00:00,"@GeorghyZhukov Δεν ξέρετε όλη την ιστορία για την συγκεκριμένη, δέχεται απειλές για την ζωή της, μετά από πιέσεις άλλαξε την κατάθεση.Αν νομίζετε οτι στην Ελλάδα είναι όλα ελεγχόμενα από ΝΔ, στην Κύπρο δεν φαντάζεστε.Ακούστε όλες τις πλευρές &amp; βγάλτε δικό σας συμπέρασμα.
https://t.co/63CoT1HIE3","@georghyzhukov δεν ξέρετε όλη την ιστορία για την συγκεκριμένη, δέχεται απειλέσ για την ζωή τησ, μετά από πιέσεισ άλλαξε την κατάθεση.αν νομίζετε οτι στην ελλάδα είναι όλα ελεγχόμενα από νδ, στην κύπρο δεν φαντάζεστε.ακούστε όλεσ τισ πλευρέσ &amp; βγάλτε δικό σασ συμπέρασμα.",,,GeorghyZhukov,georghyzhukov
2044457326208246001,maus_miny,Miny maus-Γιωτα Τρανου,2026-04-15T16:46:25+00:00,Twitter for Android,@n_palaiopanou Κατάντια.,@n_palaiopanou κατάντια.,False,False,2044457326208246001,maus_miny,Miny maus-Γιωτα Τρανου,2026-04-15T16:46:25+00:00,@n_palaiopanou Κατάντια.,@n_palaiopanou κατάντια.,,,n_palaiopanou,n_palaiopanou
2044462333435502924,n_palaiopanou,Nena Palaiopanou,2026-04-15T17:06:19+00:00,Twitter for Android,@maus_miny Πραγματικά.,@maus_miny πραγματικά.,False,False,2044462333435502924,n_palaiopanou,Nena Palaiopanou,2026-04-15T17:06:19+00:00,@maus_miny Πραγματικά.,@maus_miny πραγματικά.,,,maus_miny,maus_miny
2044482962960355575,anastassios2401,Anastassios 🇺🇦🇮🇱,2026-04-15T18:28:17+00:00,Twitter for iPhone,RT @jurgen_nauditt: This image summarizes the foreign policy activities of the great geostrategist™ over the past year and a half. https://…,rt @jurgen_nauditt: this image summarizes the foreign policy activities of the great geostrategisttm over the past year and a half.,True,False,2044427240994230747,jurgen_nauditt,Jürgen Nauditt 🇩🇪🇺🇦,2026-04-15T14:46:52+00:00,This image summarizes the foreign policy activities of the great geostrategist™ over the past year and a half. https://t.co/2z61Dc6w3o,this image summarizes the foreign policy activities of the great geostrategisttm over the past year and a half.,,,,
2044483072674943300,kontologis,Κοντολογίς,2026-04-15T18:28:43+00:00,Twitter Web App,"Το χάσαμε το κορμί πατριώτη.
https://t.co/olpgx1r5Rv",το χάσαμε το κορμί πατριώτη.,False,False,2044483072674943300,kontologis,Κοντολογίς,2026-04-15T18:28:43+00:00,"Το χάσαμε το κορμί πατριώτη.
https://t.co/olpgx1r5Rv",το χάσαμε το κορμί πατριώτη.,,,,
2044483098159550569,vythos70,ΜΑΡΙΑ ΚΑΖΟΛΕΑ,2026-04-15T18:28:49+00:00,Twitter for iPhone,RT @Dora_Bakoyannis: Έφυγε πριν από λίγο ο φίλος μου Μανώλης Παπαδομανωλακης. Έφυγε όπως έζησε ! Άρχοντας χαμηλών τόνων χωρίς να μας αφήσει…,rt @dora_bakoyannis: έφυγε πριν από λίγο ο φίλοσ μου μανώλησ παπαδομανωλακησ. έφυγε όπωσ έζησε ! άρχοντασ χαμηλών τόνων χωρίσ να μασ αφήσει...,True,False,2044455723543695775,Dora_Bakoyannis,Ντόρα Μπακογιάννη,2026-04-15T16:40:03+00:00,"Έφυγε πριν από λίγο ο φίλος μου Μανώλης Παπαδομανωλακης. Έφυγε όπως έζησε ! Άρχοντας χαμηλών τόνων χωρίς να μας αφήσει να στενοχωρηθούμε με την ασθένεια του ! Γλυκός τρυφερός κύριος,αγαπητός γιατρός πήγε να βρει τη Μπουμπου μας! Για τον Ισιδωρο και μένα είναι πολύ δύσκολο! Τα θερμότερα συλλυπητήρια μας στη Μαρία, το Δημήτρη και όλη την οικογένεια.
Θα μας λείψει πάρα πολύ","έφυγε πριν από λίγο ο φίλοσ μου μανώλησ παπαδομανωλακησ. έφυγε όπωσ έζησε ! άρχοντασ χαμηλών τόνων χωρίσ να μασ αφήσει να στενοχωρηθούμε με την ασθένεια του ! γλυκόσ τρυφερόσ κύριοσ,αγαπητόσ γιατρόσ πήγε να βρει τη μπουμπου μασ! για τον ισιδωρο και μένα είναι πολύ δύσκολο! τα θερμότερα συλλυπητήρια μασ στη μαρία, το δημήτρη και όλη την οικογένεια. θα μασ λείψει πάρα πολύ",,,,
2044483151045488835,anastassios2401,Anastassios 🇺🇦🇮🇱,2026-04-15T18:29:02+00:00,Twitter for iPhone,RT @GeorghyZhukov: Το BBC είχε προσπαθήσει να δώσει μια κάποια υπόσταση στις παιδαριωδώς κατασκευασμένες μπούρδες περί επαναπροώθησης λαθρο…,rt @georghyzhukov: το bbc είχε προσπαθήσει να δώσει μια κάποια υπόσταση στισ παιδαριωδώσ κατασκευασμένεσ μπούρδεσ περί επαναπροώθησησ λαθρο...,True,False,2044334520678093194,GeorghyZhukov,Georghy Zhukov,2026-04-15T08:38:26+00:00,"Το BBC είχε προσπαθήσει να δώσει μια κάποια υπόσταση στις παιδαριωδώς κατασκευασμένες μπούρδες περί επαναπροώθησης λαθρομεταναστών κατά τις εργασίες της Συνόδου Κορυφής του Ευρωπαϊκού Συμβουλίου τον περασμένο μήνα, αλλά πήρε την ανάλογη απάντηση από τον πρωθυπουργό: «Καμία ανοχή σε λαθραίες εισβολές, η Ελλάδα προστατεύει τα ευρωπαϊκά σύνορα»","το bbc είχε προσπαθήσει να δώσει μια κάποια υπόσταση στισ παιδαριωδώσ κατασκευασμένεσ μπούρδεσ περί επαναπροώθησησ λαθρομεταναστών κατά τισ εργασίεσ τησ συνόδου κορυφήσ του ευρωπαϊκού συμβουλίου τον περασμένο μήνα, αλλά πήρε την ανάλογη απάντηση από τον πρωθυπουργό: «καμία ανοχή σε λαθραίεσ εισβολέσ, η ελλάδα προστατεύει τα ευρωπαϊκά σύνορα»",,,,
2044483160797331564,vythos70,ΜΑΡΙΑ ΚΑΖΟΛΕΑ,2026-04-15T18:29:04+00:00,Twitter for iPhone,"RT @n_palaiopanou: Κάποια στιγμή πρέπει ΟΛΟΙ να κατανοήσουν ότι οι πολιτικοί ΕΙΝΑΙ ΑΝΘΡΩΠΟΙ.
Και οι άνθρωποι, όταν στοχοποιούνται ΑΔΙΚΑ &amp; τ…","rt @n_palaiopanou: κάποια στιγμή πρέπει ολοι να κατανοήσουν ότι οι πολιτικοί ειναι ανθρωποι. και οι άνθρωποι, όταν στοχοποιούνται αδικα &amp; τ...",True,False,2044326360391254197,n_palaiopanou,Nena Palaiopanou,2026-04-15T08:06:00+00:00,"Κάποια στιγμή πρέπει ΟΛΟΙ να κατανοήσουν ότι οι πολιτικοί ΕΙΝΑΙ ΑΝΘΡΩΠΟΙ.
Και οι άνθρωποι, όταν στοχοποιούνται ΑΔΙΚΑ & τους πετάς τόνους λάσπης & συκοφαντίας & ψεμάτων, έχουν ΟΡΙΑ.

Έχετε χάσει την ανθρώπινη υπόσταση σας κάποιοι, που στον βωμό των πολιτικών σας εμμονών δεν έχετε κανένα απολύτως ενδοιασμό μπροστά στο ""να στηθεί αφήγημα"".

Θέλω να ευχηθώ μέσα από την ψυχή μου περαστικά & ταχύτατη ανάρρωση στον κ. Μυλωνάκη @georgemilon
Σε έναν κύριο με ""Κ"" κεφαλαίο, με τεράστια ΑΞΙΟΠΡΕΠΕΙΑ & με ΦΙΛΌΤΙΜΟ. Αρετές που λείπουν από πολλούς..

Με τη βοήθεια του Θεού όλα να πάνε καλά @TinaMess & να επιστρέψει γερός & δυνατός στα καθήκοντά του.","κάποια στιγμή πρέπει ολοι να κατανοήσουν ότι οι πολιτικοί ειναι ανθρωποι. και οι άνθρωποι, όταν στοχοποιούνται αδικα & τουσ πετάσ τόνουσ λάσπησ & συκοφαντίασ & ψεμάτων, έχουν ορια. έχετε χάσει την ανθρώπινη υπόσταση σασ κάποιοι, που στον βωμό των πολιτικών σασ εμμονών δεν έχετε κανένα απολύτωσ ενδοιασμό μπροστά στο ""να στηθεί αφήγημα"". θέλω να ευχηθώ μέσα από την ψυχή μου περαστικά & ταχύτατη ανάρρωση στον κ. μυλωνάκη @georgemilon σε έναν κύριο με ""κ"" κεφαλαίο, με τεράστια αξιοπρεπεια & με φιλότιμο. αρετέσ που λείπουν από πολλούσ.. με τη βοήθεια του θεού όλα να πάνε καλά @tinamess & να επιστρέψει γερόσ & δυνατόσ στα καθήκοντά του.",,,georgemilon|TinaMess,georgemilon|tinamess
2044483187175223411,AthanasiouCccp,Steve Athanasiou,2026-04-15T18:29:11+00:00,Twitter for iPad,Ο Ευρωπαϊκός πολιτισμός σε μερικά χρόνια ! https://t.co/JSqozTEbaR,ο ευρωπαϊκόσ πολιτισμόσ σε μερικά χρόνια !,False,False,2044483187175223411,AthanasiouCccp,Steve Athanasiou,2026-04-15T18:29:11+00:00,Ο Ευρωπαϊκός πολιτισμός σε μερικά χρόνια ! https://t.co/JSqozTEbaR,ο ευρωπαϊκόσ πολιτισμόσ σε μερικά χρόνια !,,,,
2044483197296054441,DDeppied,Deppie,2026-04-15T18:29:13+00:00,Twitter for Android,"RT @CharaKara: Κανένας μας δεν ξέρει το παιδί του, όταν αυτό βγει από το σπίτι. Απλά ελπίζουμε ότι  όλα αυτά που του λέμε τόσα χρόνια να έχ…","rt @charakara: κανένασ μασ δεν ξέρει το παιδί του, όταν αυτό βγει από το σπίτι. απλά ελπίζουμε ότι όλα αυτά που του λέμε τόσα χρόνια να έχ...",True,False,2044377105748607288,CharaKara,Chara,2026-04-15T11:27:39+00:00,"Κανένας μας δεν ξέρει το παιδί του, όταν αυτό βγει από το σπίτι. Απλά ελπίζουμε ότι  όλα αυτά που του λέμε τόσα χρόνια να έχουν πιάσει τόπο και να μη βρεθεί με τα λάθος άτομα, την λάθος στιγμή.","κανένασ μασ δεν ξέρει το παιδί του, όταν αυτό βγει από το σπίτι. απλά ελπίζουμε ότι όλα αυτά που του λέμε τόσα χρόνια να έχουν πιάσει τόπο και να μη βρεθεί με τα λάθοσ άτομα, την λάθοσ στιγμή.",,,,
2044483215214199062,Apstolos14616,Απόστολος,2026-04-15T18:29:17+00:00,Twitter Web App,Μιλάμε για evidence υψηλής αξιοπιστίασςε https://t.co/cgG9LMjuK2,μιλάμε για evidence υψηλήσ αξιοπιστίασσε,False,True,2044483215214199062,Apstolos14616,Απόστολος,2026-04-15T18:29:17+00:00,Μιλάμε για evidence υψηλής αξιοπιστίασςε https://t.co/cgG9LMjuK2,μιλάμε για evidence υψηλήσ αξιοπιστίασσε,,,,
2044483271317144006,anastassios2401,Anastassios 🇺🇦🇮🇱,2026-04-15T18:29:31+00:00,Twitter for iPhone,"RT @AdamJSchwarz: Péter Magyar went on Orbán's state TV today for the first time in 18 months:

""This factory of lies will end once the Tis…","rt @adamjschwarz: péter magyar went on orbán's state tv today for the first time in 18 months: ""this factory of lies will end once the tis...",True,False,2044420383596511277,AdamJSchwarz,Adam Schwarz,2026-04-15T14:19:37+00:00,"Péter Magyar went on Orbán's state TV today for the first time in 18 months:

""This factory of lies will end once the Tisza govt is formed...  What has been going on here since 2010, which even Goebbels or the North Korean dictator would have been envious of, cannot continue."" https://t.co/R6MJmhsyYZ","péter magyar went on orbán's state tv today for the first time in 18 months: ""this factory of lies will end once the tisza govt is formed... what has been going on here since 2010, which even goebbels or the north korean dictator would have been envious of, cannot continue.""",,,,
2044483351659110474,nikos_aggelakis,Νικος Αγγελακης 🇬🇷,2026-04-15T18:29:50+00:00,Twitter for iPhone,"Κρήτη ￼￼￼￼￼￼￼￼🖤 
https://t.co/wjVtcGVpye via @YouTube",κρήτη ￼￼￼￼￼￼￼￼🖤 via @youtube,False,False,2044483351659110474,nikos_aggelakis,Νικος Αγγελακης 🇬🇷,2026-04-15T18:29:50+00:00,"Κρήτη ￼￼￼￼￼￼￼￼🖤 
https://t.co/wjVtcGVpye via @YouTube",κρήτη ￼￼￼￼￼￼￼￼🖤 via @youtube,,,YouTube,youtube
2044483396865269886,pJNs4ACgiayAknX,😜🗡🐞🗑🗡 Τρ👁λαρω τα χαζά!😜😜,2026-04-15T18:30:01+00:00,Twitter for iPhone,This is what a piece of shit looks like! https://t.co/kp2LtMhv61,this is what a piece of shit looks like!,False,False,2044483396865269886,pJNs4ACgiayAknX,😜🗡🐞🗑🗡 Τρ👁λαρω τα χαζά!😜😜,2026-04-15T18:30:01+00:00,This is what a piece of shit looks like! https://t.co/kp2LtMhv61,this is what a piece of shit looks like!,,,,
2044483487659413737,NodarasSpiros,Nodaras Spiros🆘,2026-04-15T18:30:22+00:00,Twitter for iPhone,Αυτό θα το δούμε ξεφτίλα,αυτό θα το δούμε ξεφτίλα,False,True,2044483487659413737,NodarasSpiros,Nodaras Spiros🆘,2026-04-15T18:30:22+00:00,Αυτό θα το δούμε ξεφτίλα,αυτό θα το δούμε ξεφτίλα,,,,
